,Identifiant,ft_2_categ,EXPO,ft_4_categ,ft_5_categ,ft_6_categ,ft_7_categ,ft_8_categ,ft_9_categ,ft_10_categ,ft_11_categ,ft_12_categ,ft_13_categ,ft_14_categ,ft_15_categ,ft_16_categ,ft_17_categ,ft_18_categ,ft_19_categ,superficief,ft_21_categ,ft_22_categ,ft_23_categ,ft_24_categ,Insee,target
858,8917,2014,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,900,4,1960,0.6,6,6083,1
859,15900,2013,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,210,1,1930,0.3,3,23096,0
860,11618,2013,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1820,4,1960,0,   .,75108,1
861,2808,2014,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,3346,2,1980,0,   .,68278,1
862,19073,2012,"0,836065574",0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,effpi,2,1901,1,1994,0,5,10387,0
863,7163,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1295,4,1980,0,   .,6104,1
864,15762,2012,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,1,380,1,1900,0.3,3,91577,0
865,8971,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2416,1,,0,   .,54280,1
866,17140,2013,"0,378082192",0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,400,1,1960,0.3,3,12202,0
867,2549,2012,1,0,V,N,2,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,1556,4,1970,0,3,6153,1
868,15331,2013,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,2585,1,1973,0,5,71543,0
869,17370,2012,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,313,2,1960,0.3,3,62160,0
870,11573,2012,1,0,V,N,2,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,790,2,1970,0,5,63113,0
871,6855,2012,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,450,1,2004,0,3,46102,0
872,15559,2016,"0,12295082",0,V,N,2,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,2,800,4,1950,0.6,4,6004,0
873,12666,2012,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1876,3,1988,0,   .,83137,1
874,113,2016,"0,99726776",0,V,N,2,O,1,O,N,O,O,N,AUTRE,IDENTIQUE,V,effpi,2,34644,2,1966,0.6,8,38544,1
875,2342,2014,1,0,V,N,1,O,1,O,N,O,O,N,AUTRE,IDENTIQUE,V,base,2,800,1,1960,0,3,49007,0
876,3662,2014,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,5168,1,,0,   .,74010,1
877,15039,2015,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,1,300,3,1910,0.6,3,92040,0
878,19357,2015,1,1,V,N,2,O,1,O,N,O,O,N,AUTRE,IDENTIQUE,V,pi,2,7900,4,1980,0,7,6012,1
879,989,2013,1,0,V,N,2,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,1980,2,1974,0,4,68066,0
880,15977,2012,1,1,V,N,1,O,1,O,N,N,O,O,AUTRE,IDENTIQUE,V,pi,2,2267,4,1930,0,7,75104,1
881,11154,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1008,2,1960,0,   .,13202,0
882,9192,2013,"0,479452055",1,V,V,V,V,V,V,V,V,V,V,V,V,O,base,2,300,1,,0,   .,15014,0
883,18933,2012,"0,12295082",1,V,N,1,O,1,O,N,N,O,O,AUTRE,IDENTIQUE,V,base,2,2327,4,1893,0,6,75117,0
884,14576,2014,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1564,1,,0,   .,35288,0
885,7822,2013,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,pi,2,435,2,1962,0,3,34301,0
886,17494,2013,"0,556164384",0,V,N,1,O,1,O,N,O,O,N,AUTRE,IDENTIQUE,V,pi,2,4416,1,1999,0,5,74082,1
887,5432,2014,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,600,1,1980,0,   .,19031,0
888,3886,2015,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,370,1,1960,0,   .,91174,0
889,19099,2013,"0,939726027",0,V,N,2,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,4200,3,1970,0.3,9,2A004,1
890,17444,2012,1,1,V,N,1,O,1,O,N,O,N,N,AUTRE,IDENTIQUE,V,V,2,8500,1,2005,0,4,73143,1
891,2642,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,300,3,1960,0,   .,33063,0
892,18575,2014,1,0,V,N,2,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,1800,3,2012,0.3,1,2A247,0
893,19419,2016,1,0,V,N,1,O,3,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,420,2,1960,0.6,3,78172,0
894,14837,2012,1,1,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,1,665,2,1980,0.6,3,83034,0
895,17583,2015,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,2,3620,2,1981,0.3,4,40088,1
896,541,2012,1,1,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,580,2,1960,0,   .,31555,0
897,925,2016,"0,912568306",0,V,N,1,O,1,O,N,O,N,N,AUTRE,IDENTIQUE,V,base,2,2712,1,1997,0,5,74190,0
898,2814,2015,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,380,2,1960,0,2,83137,0
899,19321,2014,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,pi,2,300,3,1900,0,3,64445,0
900,3681,2014,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,770,3,,0,   .,64483,0
901,7578,2012,"0,306010929",1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1802,1,1960,0,   .,10323,0
902,7804,2013,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,600,1,1988,0,   .,86194,0
903,8736,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2123,4,,0,   .,6088,1
904,14610,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,280,1,1960,0,   .,13086,0
905,6798,2014,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,630,4,1960,0,   .,75110,1
906,4105,2015,"0,98630137",0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,2,600,1,1920,0,2,74218,0
907,13721,2014,1,0,N,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,effpi,2,2340,2,1960,0,6,13201,0
908,12498,2015,"0,575342466",0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,450,3,1930,0.6,4,94042,0
909,6786,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,O,base,2,2205,2,1988,0,   .,38140,1
910,9649,2013,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1050,2,,0,   .,13206,0
911,3925,2016,"0,99726776",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1142,2,1980,0,   .,63113,0
912,6970,2014,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1452,3,1960,0,   .,83137,0
913,4371,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,950,2,1980,0,   .,30937,0
914,2903,2014,0,0,V,V,V,V,V,V,V,V,V,V,V,V,V,base,2,563,2,,0,   .,64260,0
915,11164,2013,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,370,2,1988,0,   .,83123,0
916,80,2014,"0,791780822",0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,370,2,1960,0,   .,31555,0
917,5190,2014,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,250,2,1980,0,   .,13215,0
918,17562,2013,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,600,2,1900,0.3,5,13206,0
919,14141,2012,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,710,3,1960,0,   .,92035,0
920,8287,2015,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,450,2,1960,0,   .,60159,0
921,411,2013,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,1,563,1,1960,0.6,4,23096,0
922,1134,2012,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,2,575,2,1890,0,4,13001,0
923,15565,2012,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,1440,1,1955,0,4,71270,0
924,4317,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,890,2,1960,0,   .,13202,0
925,10076,2013,1,0,V,N,2,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,760,2,1970,0.6,4,67046,0
926,5891,2016,1,1,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,260,3,1920,0.6,5,33063,0
927,17195,2015,"0,983561644",1,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,V,2,5498,2,2010,0,3,34157,1
928,14646,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,10200,3,1980,0,   .,2A004,1
929,15792,2012,1,1,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,pi,2,1020,4,1950,0,8,75115,1
930,9107,2012,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,510,3,,0,   .,59350,0
931,5361,2016,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,1,650,3,1950,0.3,6,92051,0
932,17503,2015,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,1,250,1,1950,0,3,54321,0
933,3438,2016,"0,99726776",1,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,350,2,1960,0,   .,13001,0
934,613,2012,"0,49726776",1,V,V,V,V,V,V,V,V,V,V,V,V,V,base,2,1100,4,,0,   .,75115,0
935,8955,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1400,2,1960,0,   .,38416,1
936,5023,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,700,2,1960,0,   .,34301,0
937,12087,2014,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,150,2,1960,0,   .,13206,0
938,14692,2013,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,750,2,1960,0,   .,13205,0
939,14154,2012,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1354,1,1988,0,   .,91338,0
940,10225,2012,1,0,V,N,2,O,1,O,N,O,N,N,AUTRE,IDENTIQUE,V,pi,2,2100,2,1966,0,3,83009,0
941,9812,2012,"0,666666667",0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,900,2,1980,0,   .,34324,0
942,2513,2013,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,eff,2,480,2,1989,0.3,2,57463,0
943,12279,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,520,4,1980,0,   .,6004,0
944,2165,2016,"0,99726776",0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2100,2,1960,0,   .,34172,1
945,8865,2014,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,2,495,4,1960,0,5,6083,1
946,5800,2013,"0,78630137",0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,147,2,1980,0,   .,56034,0
947,11100,2013,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,145,2,1960,0,   .,14754,0
948,129,2013,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,4760,1,1980,0,   .,43157,1
949,15122,2014,"0,747945205",0,V,N,2,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,13500,2,2008,0.3,5,42218,1
950,9581,2014,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,300,2,1960,0,   .,13204,0
951,15400,2015,1,1,V,N,2,O,1,O,N,O,O,N,AUTRE,IDENTIQUE,V,effpi,2,6410,3,1956,0,8,92026,1
952,4437,2014,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,600,1,1980,0,   .,3095,0
953,4936,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,350,2,1960,0,   .,13206,0
954,13375,2014,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1104,1,1980,0,   .,54578,0
955,2441,2012,0,0,V,V,V,V,V,V,V,V,V,V,V,V,V,base,2,812,2,,0,   .,31555,0
956,4070,2015,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,9600,4,1970,0,6,6104,1
957,4840,2014,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,953,4,,0,   .,75101,1
958,13182,2013,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,156,2,1980,0,   .,24322,0
959,7385,2013,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,800,2,1960,0,   .,13207,0
960,17666,2015,"0,747945205",1,V,N,2,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,1586,3,2011,0,7,92044,1
961,11947,2013,"0,326027397",1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,180,3,1960,0,   .,59350,0
962,3656,2015,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,884,3,,0,   .,64483,0
963,1486,2016,"0,24863388",1,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,7838,4,1980,0,   .,6104,1
964,10787,2012,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,400,2,1960,0,   .,30321,0
965,5581,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,400,2,1960,0,   .,38173,0
966,10856,2014,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,300,4,1960,0,   .,6083,0
967,18775,2013,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,3050,1,2002,0.3,2,74213,0
968,7186,2016,"0,99726776",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1025,1,1988,0,   .,5026,0
969,4983,2015,1,1,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,effpi,2,550,3,1970,0,6,93070,0
970,14724,2014,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,300,3,1960,0,   .,83137,0
971,1462,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,936,2,1960,0,   .,21231,0
972,13904,2013,"0,153424658",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,300,2,1960,0,   .,78322,0
973,1179,2013,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,150,1,1980,0,   .,86194,0
974,1554,2014,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2100,1,1980,0,   .,36044,0
975,12135,2014,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2900,2,1960,0,   .,13206,1
976,12130,2013,1,0,V,N,2,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,3700,3,1962,0,6,2B033,1
977,15273,2012,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,1348,1,2007,0.6,2,16292,0
978,6767,2012,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,421,3,,0,   .,93055,0
979,1640,2013,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,2830,2,1980,0.3,6,62201,1
980,18014,2016,"0,99726776",0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,effpi,2,6000,1,2011,0,5,74137,1
981,12364,2014,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,313,2,1960,0,   .,78486,0
982,7277,2012,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2700,3,1980,0,   .,94018,1
983,17245,2012,1,1,V,N,1,O,1,O,N,N,O,O,AUTRE,IDENTIQUE,V,effpi,2,850,3,1950,0,4,94002,0
984,18516,2012,"0,538251366",1,V,N,2,O,1,O,N,O,O,N,AUTRE,IDENTIQUE,V,base,2,4056,3,1970,0,6,92012,1
985,13132,2015,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,200,2,1960,0,   .,95218,0
986,9113,2012,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,750,3,,0,   .,59350,0
987,14772,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,426,2,1960,0,   .,34032,0
988,13848,2013,1,1,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,980,2,1960,0.6,5,13001,0
989,5311,2014,1,1,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,effpi,2,400,3,1960,2,3,38185,0
990,8585,2013,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,3370,4,,0,   .,6123,1
991,9252,2013,"0,832876712",1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,3804,2,,0,   .,59295,1
992,4476,2012,1,1,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2131,4,1960,0,   .,75105,1
993,7931,2013,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,1,600,2,1960,0,3,25056,0
994,7311,2013,1,0,V,N,2,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,2,1900,2,1970,0,6,62826,0
995,7434,2013,1,0,V,N,3,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,2,846,4,1970,0,5,6104,1
996,2608,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,770,1,1980,0,   .,12202,0
997,11180,2013,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1300,2,1960,0,   .,78517,0
998,17396,2013,1,1,V,N,2,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,effpi,2,3300,2,1970,0,4,78490,0
999,15286,2016,"0,994535519",0,V,N,1,O,1,O,O,N,N,N,AUTRE,IDENTIQUE,V,base,1,2190,1,2002,1,3,54504,0
1000,13430,2013,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1810,1,1988,0,   .,74220,0
1001,5920,2014,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1646,1,1960,0,   .,42271,0
1002,237,2013,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2462,2,1980,0,   .,14118,1
1003,11065,2015,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,8400,1,1988,0,   .,74190,1
1004,10868,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1770,2,1988,0,   .,62604,1
1005,3982,2012,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,2325,1,1970,0.6,4,15014,0
1006,11972,2013,"0,150684932",0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,6470,2,1990,0.3,6,38205,1
1007,10901,2013,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,700,3,1960,0,   .,92048,0
1008,15132,2013,1,1,V,V,V,V,V,V,V,V,V,V,V,V,V,V,2,,3,1970,V,   .,,0
1009,5056,2016,1,1,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1500,3,1960,0,   .,33063,0
1010,4568,2012,1,1,V,V,V,V,V,V,V,V,V,V,V,V,V,V,2,,2,1970,V,   .,,0
1011,17662,2014,1,1,V,N,1,O,1,O,N,N,O,O,AUTRE,IDENTIQUE,V,pi,2,960,3,1950,0,4,93055,0
1012,10291,2015,"0,17260274",0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,630,3,,0,   .,83137,0
1013,8451,2013,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,3000,2,,0,   .,69381,1
1014,3972,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,957,1,1960,0,   .,91174,0
1015,6704,2012,1,1,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,400,1,1990,0.3,2,13103,0
1016,18420,2012,"0,775956284",0,V,N,1,O,1,O,N,O,N,N,AUTRE,IDENTIQUE,V,base,2,400,3,1950,0.3,4,93055,0
1017,8274,2013,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1500,3,1960,0,   .,2B033,0
1018,8858,2015,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,3492,4,,0,   .,6083,1
1019,2509,2014,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,655,3,1960,0,   .,38185,0
1020,7211,2014,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,517,3,1960,0,   .,92014,0
1021,6937,2013,"0,747945205",0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1500,2,1988,0,   .,38314,0
1022,19644,2014,"0,156164384",0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,1,1100,1,2010,0.6,2,91657,0
1023,19173,2013,"0,904109589",0,V,N,3,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,2,1400,1,2010,0,3,73065,0
1024,1702,2014,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2040,4,1960,0,   .,75117,1
1025,3534,2013,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1650,2,1960,0,   .,64102,1
1026,3007,2016,1,1,V,N,2,O,1,O,N,O,O,N,AUTRE,IDENTIQUE,V,effpi,2,3732,4,1930,0,8,6088,1
1027,16267,2013,1,1,V,N,1,O,1,O,N,N,O,O,AUTRE,IDENTIQUE,V,pi,2,9356,4,1960,0,7,75113,1
1028,6616,2014,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,360,4,1930,0,4,6083,1
1029,18914,2014,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,500,1,1940,0,4,42095,0
1030,9688,2014,"0,402739726",0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,320,1,1960,0,   .,13056,0
1031,13688,2013,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,933,3,1875,0.3,5,33063,0
1032,9150,2012,1,1,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,320,4,1960,0,   .,6159,0
1033,8941,2016,"0,99726776",0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,12871,4,1980,0,   .,6083,1
1034,12688,2012,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,1,340,1,2006,0.3,3,84036,0
1035,8020,2014,1,0,N,N,1,O,1,O,N,O,O,N,AUTRE,IDENTIQUE,V,base,2,4725,1,1986,0,4,35288,1
1036,4510,2014,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,468,2,1960,0,   .,13205,0
1037,1558,2013,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,4000,2,1980,0,   .,34902,1
1038,10380,2013,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,3855,2,1980,0,   .,83123,1
1039,9857,2016,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,3500,1,1980,0,   .,42147,1
1040,4272,2014,1,1,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,effpi,2,1700,4,1900,0,6,75109,1
1041,555,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,V,base,2,928,2,,0,   .,76540,0
1042,9306,2012,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2800,4,,0,   .,75116,1
1043,9954,2014,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,325,2,1960,0,   .,13201,0
1044,15258,2015,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,pi,2,776,2,1900,0,4,14220,0
1045,9905,2015,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,400,2,1900,0.6,3,21231,0
1046,1939,2014,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,460,2,1980,0,   .,34324,0
1047,5501,2015,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,970,1,1980,0,   .,19031,0
1048,18469,2015,"0,983561644",1,V,N,3,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,effpi,2,4776,2,2012,0,6,44109,1
1049,17725,2013,"0,747945205",1,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,1,290,2,1950,0.3,4,83067,0
1050,16724,2012,1,1,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,2,3281,1,1980,0,5,33063,0
1051,10203,2016,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1000,2,1960,0,   .,13204,0
1052,5418,2013,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2700,3,,0,   .,64483,1
1053,4078,2013,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,480,3,1960,0,   .,33063,0
1054,11389,2014,"0,547945205",1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1938,2,1960,0,   .,83048,0
1055,8353,2016,"0,99726776",0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2575,3,1980,0,   .,2A004,1
1056,8309,2012,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,2,1000,4,1960,0,3,6159,1
1057,4192,2013,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,652,3,1960,0,   .,92004,0
1058,14230,2014,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,200,2,1960,0,   .,83009,0
1059,8433,2014,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,3335,2,2002,0,5,64024,1
1060,18093,2015,1,0,V,N,2,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,342,2,1954,0.6,4,51230,0
1061,15197,2016,"0,99726776",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1000,2,1988,0,   .,64547,0
1062,9596,2014,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,430,2,,0,   .,13205,0
1063,5613,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,900,1,1960,0,   .,35288,0
1064,11644,2014,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2272,2,1988,0,   .,31557,1
1065,14150,2016,"0,218579235",1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,838,1,1960,0,   .,5145,0
1066,9681,2016,"0,99726776",0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1000,2,1960,0,   .,13205,0
1067,15350,2014,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,806,4,1920,0,5,6083,1
1068,19717,2015,"0,504109589",0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,407,2,1950,0,4,13206,0
